suite,run,model_size,resolution,condition,series,checkpoint,checkpoint_step,eval_type,metric,horizon,horizon_s,value,source_path
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,dreamsim,8s,8,0.6031658053398132,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,lpips,16s,16,0.6152655482292175,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,dreamsim,16s,16,0.623204231262207,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,fid,1s,1,171.64340209960938,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,fid,2s,2,173.07244873046875,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,fid,4s,4,177.1380615234375,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,fid,8s,8,175.47242736816406,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0020000,B,128,No Text,CDiT-B 128px No Text,0020000,20000,time,fid,16s,16,181.2117919921875,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0020000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,lpips,1s,1,0.5183213949203491,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,dreamsim,1s,1,0.5573549866676331,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,lpips,2s,2,0.5421753525733948,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,dreamsim,2s,2,0.570116400718689,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,lpips,4s,4,0.5674883723258972,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,dreamsim,4s,4,0.5797469615936279,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,lpips,8s,8,0.5977332592010498,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
