series,step,run_name,metric,horizon,value,source_path
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,dreamsim,1s,0.20026364922523499,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,dreamsim,2s,0.20524299144744873,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,dreamsim,4s,0.21469427645206451,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,dreamsim,8s,0.23946021497249603,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,dreamsim,16s,0.29149073362350464,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,fid,1s,37.36164855957031,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,fid,2s,37.132965087890625,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,fid,4s,36.32615661621094,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,fid,8s,35.40380859375,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,fid,16s,41.808746337890625,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,lpips,1s,0.31632351875305176,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,lpips,2s,0.33192726969718933,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,lpips,4s,0.3528393507003784,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,lpips,8s,0.3835035562515259,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,5000,nwm_cdit_b_recon_128_text_dense_0005000,lpips,16s,0.4468900263309479,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0005000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,dreamsim,1s,0.16054528951644897,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,dreamsim,2s,0.16889116168022156,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,dreamsim,4s,0.1811457723379135,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,dreamsim,8s,0.1982688307762146,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,dreamsim,16s,0.24843508005142212,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,fid,1s,30.524871826171875,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,fid,2s,31.262451171875,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,fid,4s,31.499038696289062,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,fid,8s,31.184402465820312,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,fid,16s,34.78746032714844,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,lpips,1s,0.25050652027130127,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,lpips,2s,0.27339810132980347,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,lpips,4s,0.30422624945640564,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,lpips,8s,0.335845410823822,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,10000,nwm_cdit_b_recon_128_text_dense_0010000,lpips,16s,0.4021536409854889,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0010000/recon_time.json
128 Text Dense,15000,nwm_cdit_b_recon_128_text_dense_0015000,dreamsim,1s,0.1475372463464737,artifacts/summaries/eval/eval_b_recon_128_text_dense/nwm_cdit_b_recon_128_text_dense_0015000/recon_time.json
